ra,dec
149.9129929041629,2.063098813609403
149.8805369514499,2.052084633750929
149.87784904463794,2.062055599757733
149.8717765089357,2.0642026603155554
149.86289568300924,2.0649395264798245
149.84730864648068,2.071885998373179
149.9049894201206,2.069923428680008
149.89778779904674,2.08866057641628
149.9053184595723,2.0790725075536987
149.909543799819,2.0805740530664845
149.9330781033977,2.085877162137181
149.91653368935891,2.094787310143969
149.87872997909102,2.074727318580709
149.87265057905162,2.0870602743022957
149.86848348760907,2.088515714379297
149.86278428115773,2.0952037228076477
149.8720502013579,2.087782353809978
149.87184837386707,2.1006682878206577
149.87580443141906,2.102866761340068
149.87562595244816,2.1001054227168168
149.89191184527,2.1005466181716654
149.91492380468512,2.1115378694231213
149.88477017583307,2.1139670681042304
149.878372395334,2.106622988206106
149.83133641700206,2.0791873464107367
149.82676524180633,2.076004587756769
149.83739929039513,2.0861719293271714
149.81954765462538,2.0905605721241085
149.81446005312466,2.092672335090331
149.86077571241404,2.105846495874815
149.86252170876946,2.1281489702404595
149.87495427952152,2.126952362681562
149.83764793972853,2.1160289299011183
149.83596443548453,2.1206545385018782
149.8347289870045,2.11976809018824
149.83896581364738,2.120266420680285
149.82129355556623,2.1240843961346103
149.82608255517215,2.135172310639601
149.8599081362148,2.1487502098690943
149.85166135950723,2.1451335562276457
149.84519596282163,2.147438178847461
149.86209662543675,2.154443935779819
149.93666439533277,2.099059390482129
149.93625842227064,2.1017297288833823
149.92819963663356,2.1149689018809745
149.94043023537327,2.1242771283545556
149.9511533025454,2.1176944486019793
149.95137787711033,2.13317853011768
149.9566643234583,2.1354390179500005
149.92334961469805,2.1166663140206476
149.9308905653262,2.118711068089814
149.92710649164067,2.1246020769250706
149.9146699146372,2.1258313810788922
149.91466106671473,2.1285664257914023
149.91059941340163,2.1348116907946326
149.92332582583595,2.1354325437690522
149.95553091649495,2.144058432728936
149.92401413282604,2.145011444804524
149.92613911326512,2.1494468239174536
149.93237111177473,2.143171842851456
149.9514344990643,2.1592012548307595
149.90353452274414,2.1325823748448474
149.89065225119938,2.1375393242070846
149.9088985786878,2.1497227667774323
149.90842321790313,2.152709520813759
149.9101256505312,2.1496871958704142
149.90729238435458,2.1404837366512512
149.89584423619525,2.1552477160466124
149.9142655379425,2.158124367434708
149.92423505403968,2.1498282518093172
149.906407864364,2.1621910473471475
149.9090675672716,2.1682404273525147
149.9224085761404,2.1758517743298365
149.8885163341622,2.1585333631698487
149.87783825134517,2.170435437857464
149.87427330754744,2.1745468405783956
149.9052239591153,2.170682446995694
149.8908877459095,2.171309439423238
149.90572947838558,2.1783939640160637
149.9361830938501,2.1786563338697937
149.92887018756406,2.1784686227043615
149.91244123287657,2.20032136186523
149.9192281111821,2.2037274081891605
149.81514506645263,2.149056010030942
149.81279451282916,2.1584516133285967
149.8345830159719,2.1555395797931802
149.8460897849337,2.1681164256697443
149.8224980344619,2.1635566476459913
149.82793767952032,2.1643009463716436
149.82492079926303,2.166256464924457
149.82903608138187,2.1740413545260373
149.83544915136042,2.1735677232474506
149.83576035423965,2.1766444589031284
149.80819707594367,2.1663146320090916
149.85547690900026,2.166888155748741
149.85020800699877,2.1699477333901367
149.8484565056441,2.186004223220197
149.83833806979789,2.1844294227145293
149.87985589227625,2.1934443175179053
149.87956776772293,2.197823239561846
149.8846645137011,2.1970325053269746
149.82530120763514,2.190926606784446
149.84123965483982,2.203205940004077
